A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15
1.30542,0.72727,1.34971,0.73052,1.36622,0.72405,1.32406,0.7591,1.43642,0.77327,1.43226,0.82283,1.55331,0.80415,1.6582,0.72468,1.55777,0.70329,1.506,0.73978,1.50574,0.74589,1.48861,0.55688,1.43967,0.35901,1.38666,0.19542,1.32617,0.04797,1.24254,-0.03543,1.14443,-0.06705,1.00693,-0.03606,0.84324,0.05708,0.69402,0.19228,0.56338,0.37856,0.43788,0.55395,0.37609,0.66807,0.30998,0.84422,0.23141,0.92111,0.12858,1.04488,0.13453,1.31387,0.09016,1.52668,-0.01897,1.77256,-0.1453,1.93559,-0.25779,2.02011,-0.3588,2.07871,-0.45979,2.08689,-0.51864,2.0535,-0.56067,1.99162,-0.6057,1.89992,-0.67672,1.8139,-0.73513,1.73627,-0.79519,1.60994,-0.8312,1.47024,-0.87059,1.30045,-0.92194,1.14543,-0.91164,1.06618,-0.89842,0.95113,-0.88948,0.80966,6,10,4,12,13,7,2,8,11,3,14,1,15,9,5
1.59755,0.31926,1.59387,0.33455,1.55222,0.35233,1.56132,0.33716,1.46656,0.36178,1.46303,0.35772,1.44871,0.38051,1.43565,0.44827,1.47303,0.39217,1.46411,0.50475,1.41294,0.37113,1.37668,0.23955,1.33834,0.07438,1.27468,-0.03542,1.19155,-0.14498,1.08281,-0.207,0.95561,-0.23092,0.77505,-0.1756,0.58022,-0.05456,0.40395,0.12771,0.25197,0.29773,0.14504,0.45652,0.06954,0.65165,0.05561,0.74536,0.04679,0.92111,0.02128,1.12576,0.04867,1.24899,-0.0183,1.36449,-0.15071,1.54673,-0.26788,1.6807,-0.36935,1.81539,-0.52283,1.92282,-0.62888,1.94879,-0.68187,1.90463,-0.7284,1.77663,-0.75908,1.6107,-0.81761,1.47745,-0.87423,1.38915,-0.93404,1.28953,-0.98898,1.18754,-1.03777,1.07226,-1.04189,0.90654,-0.99328,0.7158,-0.97807,0.53626,-0.94961,0.34803,5,8,4,12,13,7,2,11,10,3,14,1,15,9,6
1.19829,0.36872,1.18362,0.35931,1.12147,0.35233,1.04736,0.34959,1.04432,0.4366,1.00138,0.43316,0.96752,0.36764,0.92701,0.32982,0.91143,0.25688,0.85679,0.14524,0.79437,0.0519,0.67472,-0.00881,0.55843,0.02016,0.40956,0.10039,0.28044,0.21335,0.16722,0.36491,0.10029,0.49909,0.06789,0.63077,0.05411,0.80684,0.02928,1.0155,0.00049,1.20253,-0.08918,1.33337,-0.18019,1.40863,-0.41992,1.40441,-0.48519,1.42727,-0.60114,1.43327,-0.68079,1.41119,-0.71218,1.36449,-0.76555,1.32082,-0.88065,1.13914,-0.94955,0.9495,-0.98203,0.75324,-0.97771,0.59829,-0.97768,0.46066,-0.97504,0.32891,-0.98914,0.26098,-1.02419,0.14537,-1.08755,0.0539,-1.1377,-0.01893,-1.18379,-0.02409,-1.24206,0.02526,-1.3003,0.15014,-1.35632,0.31352,-1.39424,0.48597,-1.43062,0.62741,7,4,5,12,15,9,2,11,6,3,13,1,14,10,8
0.5167,0.35638,0.50969,0.32215,0.47538,0.22841,0.41474,0.03933,0.29037,-0.19936,0.1499,-0.40919,0.01552,-0.54381,-0.12212,-0.60474,-0.23292,-0.62238,-0.31589,-0.58751,-0.40162,-0.48942,-0.45454,-0.36756,-0.51526,-0.21026,-0.56748,-0.03542,-0.59961,0.13066,-0.59936,0.32199,-0.58837,0.54383,-0.59288,0.70827,-0.6274,0.85467,-0.67177,1.03161,-0.70618,1.17021,-0.74509,1.23593,-0.81595,1.30988,-0.85119,1.28905,-0.98466,1.29664,-1.11621,1.20671,-1.2494,1.02192,-1.40606,0.78062,-1.52308,0.53019,-1.62712,0.29494,-1.64131,0.03635,-1.61613,-0.24482,-1.56968,-0.47601,-1.55918,-0.65579,-1.56709,-0.76047,-1.62181,-0.82707,-1.72849,-0.8638,-1.82949,-0.92079,-1.89686,-0.82004,-1.9354,-0.64334,-1.95715,-0.40432,-2.00169,-0.11529,-2.07332,0.19674,-2.1026,0.42313,-2.09197,0.63959,5,4,8,11,13,7,3,12,9,2,14,1,15,6,10
0.19536,0.43052,0.19716,0.42116,0.20133,0.42669,0.20723,0.42401,0.23002,0.39921,0.20119,0.30743,0.14105,0.14941,0.06859,-0.01245,-0.01041,-0.14892,-0.096,-0.26952,-0.18511,-0.309,-0.2714,-0.28477,-0.36334,-0.18315,-0.42504,-0.06258,-0.49609,0.03416,-0.55676,0.19334,-0.6106,0.43949,-0.61607,0.77031,-0.65132,0.99821,-0.70802,1.19303,-0.76612,1.25104,-0.80365,1.28461,-0.8727,1.26047,-0.9397,1.2067,-1.01721,1.11705,-1.1055,0.98015,-1.1743,0.79485,-1.23257,0.6185,-1.22668,0.36883,-1.21492,0.10378,-1.21732,-0.18408,-1.23345,-0.43196,-1.25255,-0.62949,-1.31431,-0.7302,-1.43879,-0.7318,-1.53553,-0.62049,-1.57823,-0.51398,-1.57906,-0.41337,-1.54506,-0.16584,-1.45291,0.11054,-1.39066,0.34739,-1.36491,0.54823,-1.38358,0.7158,-1.42967,0.8254,-1.47356,0.90679,7,4,5,11,15,9,3,12,6,2,13,1,14,10,8
0.59458,0.13381,0.5976,0.13654,0.60267,0.12927,0.61245,0.15101,0.63215,0.16225,0.66284,0.1817,0.69553,0.12374,0.69383,-0.01245,0.64657,-0.21653,0.56366,-0.42165,0.4438,-0.58655,0.31864,-0.68489,0.17353,-0.72531,0.04317,-0.71439,-0.07161,-0.65488,-0.14151,-0.53582,-0.22181,-0.37992,-0.27985,-0.16012,-0.31653,0.05708,-0.3454,0.27303,-0.44269,0.44312,-0.53425,0.57016,-0.58887,0.66807,-0.64107,0.81127,-0.70236,0.88845,-0.79432,0.89927,-0.89537,0.89216,-0.99407,0.84549,-1.07297,0.78837,-1.14804,0.64534,-1.17267,0.41417,-1.13505,0.12941,-1.0834,-0.19974,-1.03891,-0.46222,-1.01453,-0.66009,-0.9987,-0.79952,-0.99603,-0.85037,-1.04118,-0.89408,-1.18398,-0.92687,-1.36939,-0.88568,-1.51137,-0.79361,-1.60485,-0.68589,-1.63771,-0.67269,-1.64217,-0.60779,-1.61957,-0.42939,9,5,3,11,15,7,2,14,6,4,13,1,12,10,8
0.5167,0.35638,0.50969,0.32215,0.47538,0.22841,0.41474,0.03933,0.29037,-0.19936,0.1499,-0.40919,0.01552,-0.54381,-0.12212,-0.60474,-0.23292,-0.62238,-0.31589,-0.58751,-0.40162,-0.48942,-0.45454,-0.36756,-0.51526,-0.21026,-0.56748,-0.03542,-0.59961,0.13066,-0.59936,0.32199,-0.58837,0.54383,-0.59288,0.70827,-0.6274,0.85467,-0.67177,1.03161,-0.70618,1.17021,-0.74509,1.23593,-0.81595,1.30988,-0.85119,1.28905,-0.98466,1.29664,-1.11621,1.20671,-1.2494,1.02192,-1.40606,0.78062,-1.52308,0.53019,-1.62712,0.29494,-1.64131,0.03635,-1.61613,-0.24482,-1.56968,-0.47601,-1.55918,-0.65579,-1.56709,-0.76047,-1.62181,-0.82707,-1.72849,-0.8638,-1.82949,-0.92079,-1.89686,-0.82004,-1.9354,-0.64334,-1.95715,-0.40432,-2.00169,-0.11529,-2.07332,0.19674,-2.1026,0.42313,-2.09197,0.63959,5,4,8,11,13,7,3,12,9,2,14,1,15,6,10
0.19536,0.43052,0.19716,0.42116,0.20133,0.42669,0.20723,0.42401,0.23002,0.39921,0.20119,0.30743,0.14105,0.14941,0.06859,-0.01245,-0.01041,-0.14892,-0.096,-0.26952,-0.18511,-0.309,-0.2714,-0.28477,-0.36334,-0.18315,-0.42504,-0.06258,-0.49609,0.03416,-0.55676,0.19334,-0.6106,0.43949,-0.61607,0.77031,-0.65132,0.99821,-0.70802,1.19303,-0.76612,1.25104,-0.80365,1.28461,-0.8727,1.26047,-0.9397,1.2067,-1.01721,1.11705,-1.1055,0.98015,-1.1743,0.79485,-1.23257,0.6185,-1.22668,0.36883,-1.21492,0.10378,-1.21732,-0.18408,-1.23345,-0.43196,-1.25255,-0.62949,-1.31431,-0.7302,-1.43879,-0.7318,-1.53553,-0.62049,-1.57823,-0.51398,-1.57906,-0.41337,-1.54506,-0.16584,-1.45291,0.11054,-1.39066,0.34739,-1.36491,0.54823,-1.38358,0.7158,-1.42967,0.8254,-1.47356,0.90679,7,4,5,11,15,9,3,12,6,2,13,1,14,10,8
0.59458,0.13381,0.5976,0.13654,0.60267,0.12927,0.61245,0.15101,0.63215,0.16225,0.66284,0.1817,0.69553,0.12374,0.69383,-0.01245,0.64657,-0.21653,0.56366,-0.42165,0.4438,-0.58655,0.31864,-0.68489,0.17353,-0.72531,0.04317,-0.71439,-0.07161,-0.65488,-0.14151,-0.53582,-0.22181,-0.37992,-0.27985,-0.16012,-0.31653,0.05708,-0.3454,0.27303,-0.44269,0.44312,-0.53425,0.57016,-0.58887,0.66807,-0.64107,0.81127,-0.70236,0.88845,-0.79432,0.89927,-0.89537,0.89216,-0.99407,0.84549,-1.07297,0.78837,-1.14804,0.64534,-1.17267,0.41417,-1.13505,0.12941,-1.0834,-0.19974,-1.03891,-0.46222,-1.01453,-0.66009,-0.9987,-0.79952,-0.99603,-0.85037,-1.04118,-0.89408,-1.18398,-0.92687,-1.36939,-0.88568,-1.51137,-0.79361,-1.60485,-0.68589,-1.63771,-0.67269,-1.64217,-0.60779,-1.61957,-0.42939,9,5,3,11,15,7,2,14,6,4,13,1,12,10,8
0.76011,0.92511,0.75389,0.92854,0.76907,0.93475,0.7706,0.95769,0.76282,0.99773,0.72436,1.03659,0.63273,1.11223,0.52432,1.17226,0.38165,1.20382,0.28093,1.19605,0.20666,1.16225,0.16605,1.05355,0.18364,0.94187,0.21619,0.86084,0.28044,0.75076,0.36951,0.72232,0.5113,0.7375,0.6707,0.73929,0.84324,0.72704,1.03245,0.72494,1.17425,0.65321,1.26946,0.53768,1.31834,0.37183,1.32742,0.1688,1.28458,-0.0912,1.16947,-0.3953,1.01418,-0.66477,0.85993,-0.75999,0.7166,-0.69601,0.55664,-0.54933,0.36706,-0.38873,0.13319,-0.29164,-0.07921,-0.32253,-0.25342,-0.4176,-0.35346,-0.55978,-0.40439,-0.74448,-0.39504,-0.93111,-0.33634,-1.09435,-0.22117,-1.20725,-0.0889,-1.28952,0.08598,-1.29029,0.25012,-1.25654,0.40439,-1.24366,0.54485,-1.27407,0.64799,-1.32824,5,10,6,15,14,11,7,3,8,9,1,12,2,13,4
0.49722,0.82619,0.4804,0.81713,0.50479,0.83561,0.48393,0.85839,0.43106,0.91041,0.34482,0.9737,0.25614,1.02238,0.17461,1.04062,0.13794,1.01442,0.13433,0.96102,0.13449,0.84302,0.06433,0.76382,0.06209,0.58949,0.10426,0.48058,0.19758,0.39249,0.33758,0.36491,0.5113,0.35016,0.74029,0.38263,0.97478,0.36015,1.17749,0.3376,1.30603,0.21697,1.39831,0.11553,1.37509,-0.00665,1.33851,-0.22663,1.27369,-0.45043,1.19094,-0.67037,1.08928,-0.76209,0.93583,-0.79243,0.77149,-0.77672,0.57888,-0.70863,0.36706,-0.62488,0.15501,-0.60348,-0.05806,-0.62949,-0.21265,-0.71534,-0.31398,-0.81774,-0.35646,-0.93726,-0.36684,-1.06568,-0.3456,-1.16108,-0.27674,-1.24733,-0.17242,-1.30301,-0.0162,-1.31708,0.14863,-1.25654,0.31364,-1.1788,0.45631,-1.14839,0.60505,-1.13387,5,9,6,15,14,11,8,3,7,10,2,12,1,13,4
0.46797,0.93745,0.4706,0.94089,0.47538,0.94712,0.46421,0.98251,0.39089,1.04761,0.23196,1.14972,0.05738,1.21493,-0.11155,1.18539,-0.16932,1.16326,-0.1693,1.05778,-0.12322,0.89854,-0.06795,0.72239,-0.01892,0.58949,0.06354,0.50774,0.15621,0.50274,0.3269,0.47923,0.54461,0.48423,0.78667,0.52217,1.01064,0.47179,1.17749,0.36988,1.29401,0.15234,1.32801,-0.11182,1.30701,-0.40156,1.25,-0.6385,1.13257,-0.84225,0.96559,-1.01018,0.78895,-1.10266,0.59973,-1.08437,0.37626,-1.00263,0.12209,-0.91569,-0.15736,-0.90829,-0.36976,-0.97778,-0.45979,-1.15126,-0.43706,-1.3554,-0.33372,-1.53448,-0.20308,-1.6397,-0.05695,-1.71155,0.10885,-1.73523,0.29724,-1.75468,0.49563,-1.73378,0.69891,-1.69297,0.87768,-1.69448,1.01245,-1.74977,1.09385,-1.80212,1.129,-1.85058,5,11,6,15,14,10,9,3,7,8,2,13,1,12,4
-0.91474,0.62835,-0.98473,0.64392,-1.05173,0.60018,-1.14686,0.5233,-1.23776,0.4366,-1.32737,0.35772,-1.36537,0.2778,-1.31962,0.19818,-1.1759,0.12165,-0.9965,0.03462,-0.80368,-0.01753,-0.56641,0.00496,-0.34308,0.03374,-0.16036,0.04606,-0.00946,0.04797,0.06077,0.17901,0.15583,0.17135,0.19543,0.11903,0.19758,-0.02265,0.15013,-0.13049,0.04836,-0.23546,-0.10087,-0.32289,-0.25966,-0.38514,-0.41992,-0.47373,-0.56119,-0.5647,-0.66555,-0.75125,-0.77735,-0.74583,-0.87479,-0.75999,-0.91926,-0.77672,-0.90295,-0.85197,-0.82679,-0.95549,-0.68681,-1.00897,-0.51264,-0.98246,-0.32483,-0.89392,-0.11667,-0.83211,0.05572,-0.81332,0.21536,-0.83689,0.33143,-0.8807,0.38057,-0.98028,0.3936,-1.10104,0.3367,-1.19629,0.25937,-1.26979,0.15931,-1.32153,0.04015,-1.29921,-0.08209,-1.25535,5,7,8,13,14,9,11,10,4,6,3,15,1,12,2
0.76987,0.86326,0.78318,0.85428,0.77889,0.8604,0.80024,0.87083,0.81313,0.89797,0.85775,0.93601,0.89429,0.99671,0.94821,1.08008,0.99622,1.1497,1.02433,1.20985,1.083,1.23168,1.2241,1.13634,1.26749,1.03679,1.32557,0.94232,1.27441,0.91614,1.13603,0.95103,0.92231,1.02057,0.63594,1.06493,0.40089,1.03012,0.24686,0.8218,0.19209,0.50775,0.29733,0.06678,0.45556,-0.18765,0.63068,-0.37488,0.796,-0.5647,0.93341,-0.7351,1.03565,-0.95672,1.09844,-1.16542,1.11189,-1.37372,1.00231,-1.52097,0.77991,-1.66399,0.55956,-1.69512,0.35417,-1.6424,0.14439,-1.60851,-0.01796,-1.64909,-0.11679,-1.73608,-0.15089,-1.83263,-0.09517,-1.9355,0.01954,-2.06177,0.15235,-2.17804,0.29954,-2.25675,0.46239,-2.29165,0.6222,-2.2429,0.74851,-2.22954,0.794,-2.39719,5,12,6,15,14,8,7,2,11,9,3,10,1,13,4
0.5459,0.73961,0.54877,0.74287,0.53414,0.74884,0.54326,0.7591,0.55175,0.78571,0.59102,0.82283,0.62229,0.86832,0.67268,0.93531,0.74188,1.00092,0.83589,1.05778,0.92837,1.07897,1.05116,1.09491,1.17631,1.0639,1.32557,1.03735,1.49179,0.99883,1.63643,0.95103,1.75534,0.9163,1.88796,0.86336,1.94324,0.80684,1.91478,0.70883,1.79708,0.70165,1.63253,0.71635,1.40913,0.70099,1.20575,0.67953,1.00229,0.69251,0.81535,0.75359,0.64946,0.79485,0.49127,0.78062,0.35429,0.70772,0.25579,0.58162,0.19971,0.42995,0.18785,0.28537,0.23787,0.07645,0.3382,-0.11985,0.48522,-0.24441,0.64048,-0.28998,0.80698,-0.28525,0.9899,-0.25319,1.18601,-0.21925,1.38641,-0.21258,1.56257,-0.22978,1.68058,-0.30104,1.72036,-0.40018,1.7048,-0.5449,1.63576,-0.6723,8,10,3,15,14,11,4,1,5,6,7,13,9,12,2
0.1564,1.5433,0.16782,1.54727,0.12298,1.6039,-0.03003,1.6403,-0.2626,1.62119,-0.52718,1.58974,-0.7063,1.49738,-0.82154,1.39602,-0.7203,1.3526,-0.58812,1.30667,-0.39128,1.28721,-0.12896,1.28808,0.12289,1.29431,0.36889,1.32252,0.6014,1.24691,0.73147,1.1226,0.8001,0.9461,0.80987,0.73929,0.65199,0.5356,0.40395,0.45056,0.13221,0.54007,-0.17117,0.58643,-0.49807,0.53641,-0.7959,0.36645,-0.97377,0.07209,-0.9982,-0.23347,-0.88461,-0.50257,-0.71218,-0.74381,-0.50206,-0.77672,-0.30129,-0.67677,-0.02347,-0.64066,0.29717,-0.66587,0.55501,-0.76759,0.74624,-0.9237,0.87006,-1.13311,0.88971,-1.37802,0.83513,-1.55007,0.63748,-1.68182,0.38057,-1.72798,0.11522,-1.67993,-0.12763,-1.63927,-0.34052,-1.65464,-0.48507,-1.68491,-0.53536,-1.77698,-0.4944,-1.85058,5,11,6,15,14,8,9,3,10,7,2,12,1,13,4
0.56538,1.17235,0.56831,1.176,0.56349,1.18255,0.50371,1.20592,0.37077,1.25958,0.18067,1.33828,-0.05771,1.33045,-0.20693,1.31703,-0.2859,1.25793,-0.28449,1.20985,-0.17477,1.07897,0.01347,0.9294,0.2039,0.87412,0.40956,0.87439,0.65316,0.8197,0.8699,0.73659,0.97784,0.60343,1.0185,0.46014,0.99871,0.24852,0.87536,0.09543,0.63527,0.0392,0.36764,0.05058,0.06954,-0.03957,-0.1987,-0.27602,-0.33318,-0.59736,-0.33284,-0.89693,-0.25166,-1.07022,-0.0942,-1.21412,0.12373,-1.29301,0.36719,-1.2343,0.64602,-1.16021,0.95314,-1.25851,1.16813,-1.51961,1.23592,-1.7871,1.15618,-1.96446,0.94725,-2.01156,0.65672,-1.98063,0.39635,-1.94888,0.13987,-2.00836,-0.07038,-2.15111,-0.14621,-2.28359,-0.10057,-2.39781,-0.0494,-2.39862,0.00476,-2.33012,0.03816,-2.26357,5,13,6,15,14,7,9,3,10,8,2,11,1,12,4
0.73091,0.9993,0.73435,0.99039,0.7299,1.00911,0.73105,1.01977,0.74276,1.04761,0.78594,1.08688,0.82106,1.15077,0.75744,1.23805,0.50879,1.36616,0.31232,1.38963,0.15512,1.34273,0.12534,1.24672,0.18364,1.0639,0.32816,0.98303,0.49788,0.9437,0.65694,0.93676,0.90008,0.96097,1.19237,0.92539,1.38128,0.75895,1.44344,0.43438,1.40182,0.08771,1.24602,-0.06313,0.98913,-0.08891,0.7081,-0.16072,0.41598,-0.20547,0.18222,-0.34671,0.0165,-0.68095,-0.0183,-0.95462,0.04693,-1.13165,0.22238,-1.21833,0.47862,-1.27039,0.70172,-1.21168,0.93554,-1.19734,1.12369,-1.34054,1.18577,-1.59176,1.1773,-1.84627,1.08866,-2.00754,0.88786,-2.04233,0.64903,-2.02174,0.44924,-1.94919,0.21595,-1.88091,-0.02676,-1.92007,-0.1583,-1.99632,-0.17235,-2.09125,-0.1594,-2.15425,6,12,5,15,14,9,7,3,10,8,2,11,1,13,4
-0.29155,1.5433,-0.29125,1.54727,-0.28818,1.52954,-0.28701,1.51619,-0.30278,1.55881,-0.36303,1.61488,-0.4866,1.68993,-0.57779,1.77775,-0.65675,1.82607,-0.71376,1.77674,-0.72122,1.66196,-0.66819,1.49503,-0.55579,1.34854,-0.40468,1.29536,-0.22689,1.37091,-0.03506,1.45142,0.18919,1.43778,0.40412,1.35955,0.52044,1.14183,0.54899,0.83797,0.51551,0.54007,0.41444,0.40777,0.21715,0.38833,0.00032,0.36645,-0.21378,0.31698,-0.39725,0.13871,-0.55205,-0.08094,-0.60372,-0.32212,-0.57892,-0.48628,-0.50186,-0.62895,-0.34703,-0.75084,-0.12925,-0.82182,0.05818,-0.76759,0.25662,-0.74512,0.45564,-0.87508,0.6213,-1.11635,0.71303,-1.37516,0.69315,-1.575,0.57499,-1.66124,0.36572,-1.73378,0.15099,-1.73321,-0.03597,-1.66794,-0.22183,-1.633,-0.3583,-1.6764,-0.43428,-1.74127,5,11,6,15,14,8,9,3,10,7,2,13,1,12,4
0.36089,1.22181,0.37294,1.2255,0.3775,1.23212,0.35547,1.24313,0.3004,1.29696,0.1909,1.35088,0.07831,1.39467,-0.01616,1.40915,-0.12693,1.40672,-0.22164,1.36198,-0.27785,1.34273,-0.26124,1.27432,-0.17089,1.14517,-0.01792,1.06452,0.13549,1.06777,0.33758,1.094,0.54461,1.08017,0.77505,1.01844,0.91501,0.82276,1.00827,0.56352,0.97065,0.29773,0.8127,0.13174,0.62583,0.04275,0.43165,-0.01247,0.25308,-0.04225,0.10711,-0.05549,-0.04783,-0.09712,-0.19173,-0.22481,-0.29347,-0.42173,-0.3347,-0.66081,-0.26892,-0.86109,-0.10738,-0.99334,0.12163,-1.05917,0.34843,-1.0428,0.54445,-0.97546,0.7555,-1.03371,0.92903,-1.22711,1.01771,-1.42814,0.99159,-1.64786,0.85753,-1.78763,0.64317,-1.84061,0.39779,-1.8139,0.17747,-1.72381,-0.03955,-1.65125,-0.20234,-1.5955,6,11,5,15,14,9,8,3,10,7,1,13,2,12,4
0.42905,1.12289,0.43157,1.12649,0.40685,1.12061,0.43452,1.13145,0.40092,1.18476,0.32429,1.27545,0.16198,1.34332,-0.00559,1.42235,-0.16932,1.42027,-0.29494,1.40343,-0.32945,1.25945,-0.20018,1.16393,0.05199,1.03679,0.37904,0.98303,0.66355,0.99883,0.90183,0.95103,1.04445,0.8567,1.06489,0.66178,0.92694,0.5037,0.70614,0.41827,0.44362,0.44312,0.15679,0.47272,-0.0894,0.3225,-0.27612,0.08639,-0.36579,-0.20547,-0.34361,-0.50854,-0.23025,-0.74583,-0.06163,-0.80868,0.09081,-0.76055,0.30037,-0.61305,0.55673,-0.70364,0.82194,-0.9154,0.96729,-1.15126,0.9707,-1.48942,0.82073,-1.69213,0.57337,-1.65344,0.30925,-1.55007,0.01612,-1.52159,-0.24897,-1.58113,-0.38584,-1.72029,-0.38767,-1.88091,-0.28512,-1.95991,-0.14019,-1.99632,-0.00412,-1.9404,0.13261,-1.92346,6,12,5,15,14,7,9,3,10,8,2,11,1,13,4
-0.2623,1.76581,-0.22288,1.78238,-0.11195,1.76497,-0.00034,1.76437,0.13953,1.73339,0.34482,1.65257,0.56994,1.48452,0.72566,1.33017,0.56177,1.23087,0.46942,1.1684,0.29946,1.10673,0.11519,1.05355,-0.09999,1.03679,-0.30286,1.01019,-0.4857,0.90239,-0.66321,0.85097,-0.8105,0.7673,-0.91748,0.66178,-0.91435,0.45587,-0.82887,0.28914,-0.65831,0.13615,-0.44057,0.0343,-0.19152,-0.03957,0.0667,-0.11133,0.29652,-0.25449,0.47194,-0.46003,0.61729,-0.68095,0.74065,-0.87356,0.81542,-1.0671,0.79057,-1.20244,0.67948,-1.28617,0.45024,-1.35201,0.19563,-1.33544,-0.04943,-1.26607,-0.25481,-1.16178,-0.414,-1.06125,-0.52651,-1.06568,-0.55892,-1.13438,-0.56372,-1.23395,-0.53431,-1.3703,-0.48053,-1.49163,-0.38666,-1.56176,-0.26725,-1.55513,-0.13692,-1.52552,0.00379,-1.53473,5,11,6,14,15,9,8,3,10,7,2,12,1,13,4
0.02979,0.98691,0.01158,1.00279,-0.00425,1.03389,-0.02012,1.06936,-0.12185,1.13487,-0.27074,1.20001,-0.40294,1.29197,-0.58842,1.38283,-0.75207,1.39322,-0.9127,1.32047,-1.00991,1.25945,-1.04457,1.12251,-1.0825,0.96898,-1.08657,0.82007,-1.0448,0.73701,-0.96133,0.66513,-0.87717,0.5587,-0.76675,0.53772,-0.55563,0.59942,-0.28497,0.66037,0.0244,0.6209,0.29733,0.53768,0.53503,0.40475,0.75235,0.26766,0.95884,0.07209,1.148,-0.16874,1.31458,-0.40526,1.46704,-0.63024,1.562,-0.8251,1.58168,-1.01127,1.46048,-1.20741,1.24836,-1.36764,0.98844,-1.47354,0.74624,-1.48942,0.52471,-1.4198,0.32414,-1.26783,0.11205,-1.10602,-0.10447,-0.96082,-0.3045,-0.83342,-0.46936,-0.75105,-0.61986,-0.68621,-0.72813,-0.67265,-0.81178,-0.68569,-0.83644,-0.70837,-0.82936,-0.76948,5,9,6,15,14,11,10,3,7,8,1,13,2,12,4
0.1272,1.49384,0.11899,1.49777,0.10339,1.50476,-0.03003,1.56583,-0.27263,1.64613,-0.52718,1.75315,-0.79002,1.83113,-1.00169,1.81721,-1.1759,1.71784,-1.28963,1.62467,-1.33979,1.49539,-1.30908,1.28808,-1.28506,1.09095,-1.24943,0.92871,-1.16904,0.80589,-1.02523,0.708,-0.86609,0.66303,-0.67403,0.67726,-0.44801,0.71112,-0.20037,0.72494,0.04836,0.71785,0.29733,0.66759,0.51232,0.56933,0.67493,0.3994,0.80683,0.20272,0.91194,-0.00691,0.96055,-0.22688,0.91413,-0.43569,0.77149,-0.58309,0.60117,-0.66081,0.40052,-0.67215,0.19876,-0.6503,-0.01581,-0.59879,-0.20242,-0.55155,-0.39295,-0.54541,-0.58652,-0.5241,-0.74246,-0.5409,-0.89278,-0.60031,-1.02661,-0.67319,-1.12815,-0.77798,-1.2049,-0.88755,-1.20803,-1.00441,-1.12034,-1.13989,-1.00467,-1.31181,-0.85511,-1.46184,5,9,7,15,14,10,8,3,11,6,1,12,2,13,4
0.10772,1.0611,0.11899,1.07699,0.12298,1.09583,0.10835,1.06936,-0.05148,1.15982,-0.26045,1.22515,-0.4866,1.30478,-0.71558,1.3565,-0.93224,1.3526,-1.13259,1.27902,-1.26762,1.1484,-1.37015,0.98459,-1.41677,0.79279,-1.42245,0.63,-1.43824,0.48893,-1.4511,0.35058,-1.44369,0.24582,-1.39275,0.16552,-1.28499,0.16872,-1.04645,0.14389,-0.73014,0.07152,-0.44057,-0.04686,-0.19152,-0.13824,0.01142,-0.24307,0.1988,-0.40141,0.38611,-0.57327,0.54219,-0.79453,0.65394,-1.03574,0.76053,-1.27691,0.81286,-1.45725,0.77991,-1.56952,0.62518,-1.61717,0.41762,-1.6424,0.19539,-1.59359,-0.01796,-1.52011,-0.20308,-1.43312,-0.3481,-1.40207,-0.47544,-1.42814,-0.57301,-1.48763,-0.65491,-1.57222,-0.74057,-1.63927,-0.8112,-1.69448,-0.839,-1.73682,-0.81872,-1.77698,-0.76923,-1.8627,5,10,6,14,15,8,11,3,9,7,2,12,1,13,4
-0.28178,1.16002,-0.4182,1.15125,-0.64058,1.07104,-0.88002,1.03216,-1.07689,0.98523,-1.24532,0.92341,-1.40724,0.84264,-1.48919,0.75101,-1.49379,0.68979,-1.45717,0.67062,-1.36042,0.60708,-1.22772,0.50169,-1.0825,0.38613,-0.94408,0.30406,-0.81704,0.26848,-0.66321,0.2362,-0.47731,0.29056,-0.23352,0.3206,0.03025,0.31233,0.29516,0.24075,0.56338,0.13615,0.76583,0.0181,0.96642,-0.12182,1.13943,-0.30897,1.26286,-0.61372,1.34118,-0.99403,1.36821,-1.34592,1.34781,-1.65199,1.28751,-1.84163,1.14713,-1.95105,0.95839,-2.02609,0.72359,-2.08498,0.49161,-2.05676,0.26679,-1.96574,0.05111,-1.84978,-0.14559,-1.69479,-0.32931,-1.6039,-0.4847,-1.52159,-0.62853,-1.50101,-0.73843,-1.50493,-0.84274,-1.51848,-0.89422,-1.50868,-0.94791,-1.54218,-0.9604,-1.55067,-0.96679,-1.61979,5,9,6,15,14,11,10,4,8,7,2,12,1,13,3
