A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26
-0.01231,0.29188,0.43591,0.27751,-0.68748,-1.43022,1.07494,-0.97359,1.18506,0.69038,2.48802,0.51476,-0.87722,1.72055,-0.65904,-0.49535,21,25,6,22,18,4,20,12,26,16,7,9,13,14,23,10,17,24,11,2,3,5,15,8,1,19
0.51038,0.5945,0.93231,0.71973,2.50828,0.54413,0.64489,0.13756,-0.91511,-0.51521,-0.17256,-0.92715,2.5526,-0.21908,2.06787,-0.49535,20,2,22,12,10,14,6,3,26,25,7,21,1,9,15,13,11,5,8,19,18,17,4,24,16,23
-1.58039,-0.9186,-1.05328,-1.04914,-1.14401,0.05054,-1.93543,-1.34398,0.76503,-0.11335,-1.69289,0.9954,-1.30595,-0.86563,-0.65904,0.12291,3,23,19,14,17,16,15,7,6,2,10,1,13,22,20,21,11,9,4,12,5,25,26,18,24,8
-1.0577,-1.22122,-1.54967,-1.93357,-0.68748,0.05054,-0.21522,0.13756,-0.07504,-0.51521,-0.17256,-0.92715,-0.87722,-0.21908,0.50964,0.74118,21,2,16,5,6,18,3,10,1,12,15,14,24,25,4,17,13,9,7,19,20,23,26,11,22,8
-0.01231,-0.31336,0.43591,-0.60692,0.68213,0.54413,-0.21522,0.87833,-0.91511,-0.11335,-0.55264,-0.44651,0.40896,-0.86563,1.28876,1.35944,15,2,17,7,10,22,4,5,21,16,8,19,11,14,9,20,3,1,6,24,18,25,23,12,26,13
-1.0577,-0.9186,-1.05328,-0.1647,-0.23094,0.54413,0.64489,0.50794,-1.33514,-1.31893,0.58761,0.9954,-0.01976,0.42746,0.50964,1.35944,18,25,3,26,4,24,2,7,21,22,5,23,16,9,8,17,1,13,6,19,10,12,20,15,11,14
-1.0577,-1.22122,-1.05328,-1.49135,-1.14401,0.54413,-0.21522,-0.60321,1.18506,-0.91707,-0.17256,0.03413,-0.44849,-0.21908,0.50964,0.12291,24,7,17,6,4,20,9,8,1,16,13,12,22,21,11,23,10,14,5,18,15,25,26,2,19,3
-0.535,-0.31336,-0.55688,-0.60692,-0.68748,0.05054,-0.21522,2.35986,-1.75517,-0.51521,0.96769,0.03413,2.12387,-1.51217,-1.43815,0.12291,18,16,12,11,17,23,9,2,25,14,5,15,1,3,6,19,7,10,13,21,4,20,8,24,22,26
-0.01231,-0.31336,0.43591,0.71973,0.68213,0.54413,0.21483,0.13756,0.34499,-0.51521,-0.17256,0.03413,-0.01976,-0.21908,1.67832,-0.49535,24,2,15,9,6,18,8,7,13,17,11,19,21,20,12,23,5,10,1,16,14,25,26,4,22,3
-0.01231,-0.31336,-0.06049,-0.60692,1.13867,0.05054,0.64489,0.13756,-1.33514,-0.51521,0.20753,0.03413,2.12387,0.42746,0.12008,0.74118,20,14,17,19,13,18,6,3,26,25,9,22,2,5,4,11,10,7,16,21,12,8,1,23,15,24
1.03308,0.89712,-0.06049,0.27751,-0.23094,0.54413,-0.64527,-0.23282,-0.07504,0.69038,-0.55264,0.03413,1.26642,-0.86563,1.28876,1.35944,15,1,19,8,9,20,3,6,23,18,4,16,10,13,12,24,7,2,5,21,17,25,22,11,26,14
0.51038,0.5945,0.93231,1.16195,2.50828,0.05054,-0.64527,0.13756,-0.49507,-0.91707,-0.55264,0.03413,1.69515,1.07401,1.28876,0.74118,22,2,19,14,11,20,1,5,26,25,7,21,3,10,12,15,4,6,9,24,13,17,8,18,16,23
-1.0577,-0.9186,-1.05328,-1.04914,-0.68748,0.54413,-0.21522,0.13756,1.60509,-0.91707,-0.17256,-0.44651,-0.44849,-0.21908,1.28876,0.12291,24,6,14,7,3,20,8,9,5,16,13,12,23,21,11,22,10,15,2,17,18,25,26,4,19,1
1.03308,0.89712,1.4287,1.16195,1.13867,-0.93663,-0.64527,-1.34398,0.76503,0.69038,0.58761,0.9954,-0.01976,-0.21908,0.12008,0.12291,25,21,7,13,3,14,15,5,18,16,1,12,11,10,23,22,19,20,9,6,4,24,26,2,17,8
-0.01231,0.29188,0.43591,0.27751,1.13867,0.05054,-0.21522,-0.97359,-0.49507,0.28852,0.20753,0.03413,1.69515,-1.51217,-0.65904,0.12291,9,8,22,10,16,18,11,2,26,21,3,19,1,4,12,24,14,5,13,20,7,17,6,15,25,23
-0.535,-0.61598,-0.55688,-0.60692,-0.23094,0.54413,0.64489,-0.23282,-0.07504,-0.91707,-0.17256,0.51476,-0.01976,-0.21908,1.28876,1.35944,21,7,12,13,4,20,5,9,11,16,10,18,23,19,14,25,1,3,2,17,15,24,26,8,22,6
0.51038,0.29188,0.93231,0.27751,0.68213,0.54413,-0.21522,0.50794,0.34499,-0.11335,-0.17256,0.03413,-0.01976,-0.21908,0.8992,1.97771,23,1,13,8,6,20,2,9,15,19,7,17,18,16,10,22,4,3,5,21,14,26,25,12,24,11
-1.0577,-1.82646,-1.05328,-1.49135,-0.68748,0.05054,-0.64527,0.50794,-0.07504,-0.91707,-0.17256,0.9954,-0.44849,0.42746,0.12008,0.74118,18,16,4,17,5,25,1,10,6,15,8,11,21,20,2,22,3,13,7,19,9,24,26,12,23,14
-0.01231,0.5945,0.43591,0.71973,0.2256,0.05054,-0.21522,-0.23282,1.60509,-0.91707,-0.17256,0.03413,-0.01976,-0.21908,1.28876,0.12291,24,8,12,7,3,22,5,6,11,18,9,15,21,19,13,23,10,14,4,17,16,25,26,1,20,2
0.51038,0.5945,1.4287,0.71973,0.68213,0.05054,0.64489,-0.97359,-0.49507,0.69038,-0.55264,-0.92715,0.83769,0.42746,-1.04859,-0.49535,17,16,26,5,18,3,24,2,21,19,8,23,6,1,20,4,22,15,12,14,10,7,9,11,13,25
-1.58039,-1.22122,-1.05328,-1.93357,-1.14401,0.05054,0.64489,-0.23282,-0.91511,1.09224,-0.55264,-1.88843,-0.87722,0.42746,-0.65904,0.12291,19,17,21,7,10,2,16,12,3,4,22,9,25,14,15,1,23,18,6,5,24,11,26,20,8,13
1.03308,0.5945,-0.06049,-0.60692,-0.68748,0.54413,-1.93543,-0.60321,-0.49507,1.09224,-0.93272,2.43732,-0.44849,-1.51217,0.8992,0.12291,3,25,12,21,8,16,5,15,19,1,6,2,9,17,18,23,4,11,7,13,14,22,26,20,24,10
-0.01231,-0.31336,0.43591,1.16195,0.2256,2.02489,-1.50538,-0.60321,-0.07504,0.69038,-1.69289,0.03413,-0.44849,-0.86563,0.50964,1.97771,1,11,23,8,13,16,17,10,21,2,7,3,12,18,22,20,6,4,5,19,14,25,26,15,24,9
0.51038,0.29188,0.93231,0.27751,0.68213,0.54413,-0.21522,-0.97359,1.60509,1.09224,-0.55264,0.03413,-0.87722,-0.86563,0.8992,0.12291,24,9,16,5,4,18,13,6,7,10,8,11,20,23,19,21,14,12,3,15,17,25,26,2,22,1
-0.535,-0.01074,-0.55688,-0.1647,-0.23094,0.54413,-0.21522,0.87833,0.34499,-0.11335,-0.17256,0.03413,-0.44849,-0.21908,2.06787,0.12291,24,1,15,8,5,19,4,6,9,13,12,16,20,21,14,22,7,10,2,18,17,25,26,11,23,3
-0.535,-0.9186,-0.06049,-1.04914,-0.68748,0.05054,0.64489,-0.97359,0.34499,1.89597,-0.17256,-1.40779,-0.87722,0.42746,-0.65904,-0.49535,23,14,18,7,11,1,21,13,3,5,19,9,25,16,24,4,22,20,6,2,15,17,26,12,8,10
-0.535,-1.52384,-0.06049,-1.04914,-0.68748,-0.93663,1.07494,-1.34398,0.76503,0.28852,2.10794,0.51476,-0.87722,1.72055,-0.65904,-0.49535,21,25,6,22,18,4,20,11,26,17,7,10,14,15,24,9,16,23,12,2,3,5,13,8,1,19
-0.535,-0.01074,-1.05328,-0.1647,-1.14401,-3.40457,-2.79554,0.50794,0.34499,-3.32825,-2.45306,-0.92715,-1.30595,-0.21908,-1.43815,0.12291,3,25,18,10,17,6,21,16,22,2,12,1,7,14,26,11,20,15,13,5,4,9,23,24,8,19
0.51038,1.19974,0.93231,1.16195,1.13867,0.05054,-0.21522,-0.97359,0.76503,1.09224,0.20753,0.51476,-0.01976,-0.21908,0.12008,0.12291,24,10,14,8,3,15,11,4,9,18,2,20,21,16,17,23,12,19,5,13,7,25,26,1,22,6
-0.535,-0.31336,-0.06049,-0.60692,0.68213,0.05054,0.21483,-0.60321,-0.07504,-0.91707,0.20753,0.9954,0.83769,1.72055,0.50964,-1.11362,23,22,10,24,9,16,4,14,26,25,3,19,13,7,20,17,1,18,11,8,5,12,15,6,2,21
-0.535,-0.01074,-0.06049,-0.1647,-0.23094,-1.43022,0.21483,-1.34398,0.76503,0.69038,1.72786,0.51476,-0.44849,0.42746,-0.26948,-1.73188,21,26,7,18,8,4,22,10,23,13,5,9,17,11,25,15,20,24,14,1,2,12,19,6,3,16
1.55577,1.50236,0.43591,0.27751,0.68213,2.02489,-1.50538,-0.23282,0.34499,0.69038,-0.93272,-0.44651,-0.01976,0.42746,1.28876,2.59597,12,3,23,5,9,14,11,13,22,10,7,6,16,21,25,17,4,2,1,20,15,26,24,18,19,8
2.07847,1.80498,0.43591,1.16195,-0.23094,1.03772,-1.93543,-0.23282,-0.07504,0.28852,-1.69289,0.51476,0.40896,-1.51217,0.50964,0.74118,1,17,21,12,20,18,11,9,25,5,8,4,7,14,15,23,2,3,6,19,10,22,24,16,26,13
1.55577,1.19974,1.9251,1.16195,1.59521,0.05054,-0.21522,0.13756,0.34499,-0.51521,-0.17256,0.03413,1.69515,-0.21908,-0.26948,-0.49535,23,7,17,9,14,18,8,2,25,26,5,22,1,4,3,16,12,10,13,20,6,19,11,15,21,24
0.51038,0.5945,0.43591,0.71973,-0.23094,0.05054,-0.21522,-0.23282,4.12529,0.28852,-0.17256,0.03413,-1.30595,-0.21908,1.67832,0.12291,24,19,5,13,2,22,7,6,9,16,8,12,20,23,14,18,10,21,3,17,15,25,26,4,11,1
-0.01231,-0.31336,-0.55688,1.16195,0.68213,0.54413,1.07494,0.13756,-1.75517,-1.31893,0.58761,1.47604,-0.44849,1.07401,0.50964,1.35944,17,26,4,25,6,21,2,9,24,23,7,22,15,13,16,10,1,18,5,14,11,8,20,19,3,12
1.55577,1.19974,2.91789,1.16195,5.2475,1.03772,-0.21522,-0.60321,-0.91511,-0.11335,-0.55264,-0.44651,3.83879,-2.80526,0.50964,-1.73188,12,5,22,13,14,15,7,6,26,23,4,17,1,10,16,19,9,3,11,18,8,20,2,24,21,25
-0.535,-0.31336,-0.55688,-0.60692,-0.68748,0.54413,-0.64527,2.73025,-1.75517,-1.31893,0.96769,0.03413,1.69515,-1.51217,-1.43815,0.12291,18,16,15,8,17,24,13,3,23,9,5,12,1,2,7,19,6,11,10,20,4,22,14,25,21,26
-0.01231,-0.01074,-0.06049,-0.1647,-0.23094,-0.44304,1.07494,-0.60321,-0.07504,1.89597,0.20753,-1.40779,-0.44849,1.07401,-0.65904,0.12291,25,19,12,9,11,1,20,16,17,7,18,10,23,8,26,2,21,22,6,3,13,5,24,15,4,14
-1.0577,-1.22122,-1.54967,-0.60692,-1.14401,-1.92381,0.21483,0.50794,2.02513,-0.51521,-0.55264,3.39859,-1.30595,-0.21908,0.8992,0.12291,23,25,2,19,1,13,5,21,8,6,4,3,17,18,22,16,10,20,12,7,14,24,26,15,11,9
-0.535,-0.31336,-0.55688,-0.60692,0.2256,0.54413,-0.21522,0.50794,-1.33514,-0.91707,0.58761,0.51476,0.83769,-0.21908,-0.26948,-0.49535,15,20,14,17,11,25,5,4,24,19,7,23,6,2,1,21,3,16,10,26,8,13,9,12,18,22
-0.01231,-1.52384,0.43591,-1.04914,-0.23094,0.05054,1.50499,-0.97359,-1.33514,-0.91707,0.96769,0.03413,1.69515,1.72055,-1.43815,0.12291,14,24,15,23,19,9,16,8,26,22,12,17,5,4,21,10,11,18,13,7,6,2,1,20,3,25
-0.535,-0.01074,-0.06049,0.27751,1.13867,0.05054,-0.21522,0.13756,-0.49507,-0.51521,-0.17256,0.03413,1.26642,0.42746,1.28876,-0.49535,22,1,17,12,7,20,2,3,25,26,8,23,11,10,6,16,4,5,9,24,15,19,13,14,21,18
-1.0577,0.5945,-0.55688,0.27751,-0.68748,-0.44304,-1.07533,-0.60321,-1.75517,-0.91707,-2.45306,0.03413,-0.44849,-0.86563,-0.65904,-0.49535,1,26,21,14,19,16,18,5,22,3,4,2,8,10,15,20,9,12,7,23,11,17,24,6,25,13
1.03308,0.5945,0.43591,0.71973,-0.23094,-1.43022,1.50499,-0.60321,-0.49507,0.28852,1.72786,-0.44651,-0.44849,1.07401,-1.04859,0.12291,19,25,10,21,18,3,22,9,26,15,11,14,12,8,24,7,17,23,13,4,5,1,6,16,2,20
-0.01231,0.5945,-0.06049,0.71973,0.2256,0.05054,-1.50538,-1.34398,0.76503,-0.11335,-1.69289,0.51476,-0.87722,-1.51217,-0.65904,0.12291,3,19,22,10,16,18,15,6,17,2,5,1,13,21,20,23,9,7,4,14,8,24,26,12,25,11
-0.01231,-0.31336,-0.06049,-0.60692,-0.68748,-0.44304,1.93504,-0.60321,0.76503,1.49411,0.96769,-1.88843,-0.44849,1.72055,-0.65904,-2.35015,22,24,11,15,14,2,20,18,26,9,16,7,17,10,25,4,12,21,5,1,6,8,19,23,3,13
-1.58039,-1.22122,-1.05328,-1.49135,-1.14401,0.05054,-0.21522,-0.97359,1.60509,1.09224,-0.17256,0.03413,-0.87722,-0.21908,0.50964,-0.49535,24,13,12,8,4,16,15,7,1,6,11,9,23,22,17,21,18,19,5,10,14,25,26,3,20,2
-0.01231,-0.01074,0.43591,1.16195,0.68213,1.03772,0.64489,0.13756,-0.49507,-0.91707,-0.17256,0.51476,-0.01976,-0.86563,1.67832,-1.11362,16,10,21,11,6,20,8,5,22,12,9,19,13,14,17,26,1,3,2,18,15,24,23,7,25,4
-0.01231,0.89712,0.43591,0.71973,0.2256,-0.93663,1.50499,0.87833,-0.49507,0.69038,0.20753,-2.36907,-0.87722,1.07401,0.12008,-0.49535,24,22,12,10,8,2,13,16,23,6,17,9,20,11,19,1,15,14,7,3,18,5,26,25,4,21
-0.01231,-1.82646,-0.06049,-1.49135,-0.23094,0.05054,-0.64527,0.87833,-0.49507,-0.51521,0.20753,0.9954,1.69515,-1.51217,-0.65904,0.12291,11,16,10,15,13,22,2,6,25,17,4,12,1,5,3,24,7,9,14,19,8,21,18,20,26,23
-0.01231,0.5945,0.43591,0.71973,0.2256,0.54413,1.07494,-1.34398,1.18506,-0.91707,1.72786,-0.44651,-1.30595,1.07401,-1.04859,-0.49535,24,26,12,20,17,4,21,7,22,14,11,8,16,18,23,9,13,25,5,2,3,6,19,10,1,15
-0.01231,0.89712,-0.06049,0.71973,0.2256,0.05054,-0.21522,0.87833,0.34499,-0.91707,-0.55264,0.03413,-0.87722,-0.86563,0.8992,1.97771,20,2,12,7,6,21,1,11,16,14,8,13,19,22,9,23,5,3,4,18,17,25,26,15,24,10
-0.01231,-0.31336,0.43591,-0.60692,0.2256,1.5313,-0.64527,-1.34398,0.76503,1.09224,-0.93272,0.03413,-0.01976,-0.21908,0.12008,1.97771,15,6,23,1,7,16,18,11,12,8,2,10,19,17,24,21,13,5,3,20,14,25,26,4,22,9
-0.535,-0.01074,-0.55688,-0.1647,-0.23094,0.05054,-0.21522,0.87833,0.34499,-0.91707,-0.55264,0.51476,-0.87722,-0.21908,0.50964,1.97771,19,6,8,10,4,23,1,12,13,16,9,14,20,22,7,21,3,2,5,18,15,25,26,17,24,11
-0.535,0.5945,-0.55688,0.27751,0.2256,0.05054,-0.64527,0.87833,0.34499,-0.91707,-0.55264,0.03413,-0.87722,-0.86563,0.8992,1.97771,18,2,13,7,6,21,1,12,15,14,8,11,20,22,9,23,5,3,4,19,16,25,26,17,24,10
-0.01231,0.29188,0.43591,0.27751,1.59521,0.05054,-0.21522,-0.23282,-1.75517,-0.11335,0.20753,0.51476,1.69515,1.07401,0.12008,-0.49535,17,20,16,21,13,19,6,3,26,25,5,24,2,4,8,11,7,15,14,22,10,9,1,18,12,23
-1.0577,-1.82646,-1.05328,-1.49135,-0.68748,-0.44304,0.64489,-0.60321,-0.07504,0.69038,0.96769,-1.40779,0.40896,1.07401,-0.26948,-0.49535,26,21,13,14,11,1,20,9,25,16,12,17,15,6,22,4,19,24,10,2,8,5,18,7,3,23
-0.01231,-0.31336,0.43591,-0.60692,0.68213,0.54413,0.21483,0.13756,-0.49507,-0.51521,-0.17256,-0.44651,1.69515,-1.51217,0.8992,1.97771,14,2,16,9,10,19,3,7,26,22,4,17,6,11,12,24,5,1,8,21,15,23,13,18,25,20
-0.535,1.19974,-0.55688,1.16195,-0.68748,-0.44304,0.21483,-1.71436,1.18506,1.89597,0.20753,0.03413,-1.30595,-0.21908,-1.04859,-0.49535,24,17,15,14,9,5,20,11,1,3,12,4,21,18,25,16,22,19,8,2,6,23,26,10,13,7
-1.0577,-1.52384,-1.05328,-1.04914,-0.68748,0.54413,0.21483,0.13756,-1.33514,-0.51521,0.20753,0.9954,-0.44849,0.42746,0.12008,0.74118,14,24,5,26,4,21,2,7,10,16,6,22,20,18,3,19,1,15,8,23,13,12,25,9,17,11
1.03308,0.89712,-0.06049,-0.1647,-0.23094,-1.43022,-1.50538,-0.23282,-0.07504,-1.7208,0.20753,-0.44651,0.40896,-1.51217,-0.65904,0.12291,4,17,18,6,19,22,9,10,24,13,5,1,2,7,23,26,15,8,11,12,3,16,20,14,25,21
-0.01231,-0.61598,-0.06049,-0.1647,0.68213,1.03772,-0.21522,-0.97359,-0.49507,-0.11335,-0.55264,-0.44651,-0.01976,-0.21908,1.28876,0.12291,12,1,26,7,8,15,14,5,11,13,10,17,18,16,19,21,9,4,3,22,20,23,25,2,24,6
-0.535,-0.61598,-0.06049,-0.1647,0.2256,0.05054,1.07494,0.13756,-1.33514,-0.51521,0.20753,0.03413,1.26642,1.72055,1.28876,0.12291,22,19,15,24,16,13,5,7,26,25,12,23,10,8,18,6,2,11,9,17,14,3,1,20,4,21
2.07847,0.89712,2.91789,1.16195,2.05175,0.05054,-0.21522,-1.34398,0.76503,0.69038,-0.55264,0.51476,0.83769,-0.86563,0.12008,-0.49535,24,9,23,8,11,16,14,2,22,20,1,18,3,5,15,21,12,6,10,17,7,26,19,4,25,13
-1.58039,-1.22122,-1.54967,-1.93357,-1.60055,0.54413,-0.21522,-0.97359,-0.49507,2.29783,-0.17256,0.51476,-1.30595,-0.86563,-1.43815,-0.49535,8,20,14,15,13,4,19,11,1,2,12,3,23,21,25,22,18,24,5,6,9,16,26,10,17,7
-0.535,0.29188,-0.06049,0.27751,0.2256,-0.44304,-0.21522,0.13756,0.34499,-0.91707,-0.55264,-0.44651,-0.01976,-0.86563,0.50964,0.12291,21,2,15,1,9,22,5,8,14,18,10,13,19,17,6,23,12,3,7,20,16,24,26,4,25,11
-0.01231,1.19974,0.43591,1.16195,-0.68748,0.05054,-0.64527,-0.60321,-1.75517,-0.51521,-2.45306,0.03413,-0.01976,-0.86563,-1.04859,0.12291,1,26,21,13,20,17,18,2,24,8,3,5,6,7,14,19,10,12,9,23,11,15,22,4,25,16
0.51038,0.29188,0.93231,0.71973,1.59521,0.05054,1.07494,0.13756,-1.33514,-0.51521,0.20753,0.03413,1.26642,1.72055,0.8992,0.12291,22,19,17,23,16,14,9,7,26,25,11,24,6,8,15,5,2,13,10,18,12,3,1,20,4,21
2.07847,0.29188,0.93231,2.93081,0.68213,-0.44304,-1.07533,0.50794,-0.07504,-0.91707,1.72786,-0.44651,0.83769,1.07401,0.12008,-0.49535,25,22,13,18,20,17,14,9,26,24,8,19,3,6,16,11,5,23,12,10,1,4,7,15,2,21
-1.0577,-0.61598,-1.05328,-1.04914,-0.68748,-0.44304,-0.21522,0.13756,-0.07504,0.69038,0.20753,0.9954,-0.44849,0.42746,0.12008,0.74118,24,20,1,19,3,14,2,13,6,12,4,16,25,23,5,18,8,17,9,15,10,22,26,7,21,11
0.51038,1.19974,-0.06049,1.16195,1.59521,0.05054,-1.07533,2.35986,-1.75517,-0.11335,0.58761,0.03413,2.5526,-2.15872,-0.65904,1.35944,16,11,15,13,17,22,8,2,26,18,3,14,1,4,9,19,6,5,12,20,7,21,10,25,23,24
-0.01231,1.19974,0.43591,1.16195,1.59521,0.54413,-0.21522,0.13756,0.34499,-0.51521,0.20753,-1.88843,-0.01976,-0.21908,-0.26948,-1.11362,24,5,23,1,6,9,10,12,20,18,13,14,17,4,3,7,15,16,2,8,22,25,26,11,19,21
2.60116,0.29188,1.4287,2.93081,0.68213,1.5313,1.50499,-1.34398,-0.49507,-0.51521,1.34777,-1.40779,0.40896,1.07401,0.50964,1.35944,22,21,24,18,17,5,23,10,26,19,13,20,9,6,25,2,8,14,12,4,11,3,7,15,1,16
-0.01231,0.5945,-0.06049,0.71973,0.2256,-1.43022,-1.07533,-0.60321,1.60509,-2.12266,-2.07297,0.51476,-1.30595,-0.86563,-0.65904,-1.11362,9,23,12,7,10,20,17,11,18,5,3,1,15,19,22,24,16,14,4,13,2,25,26,6,21,8
-0.01231,0.89712,0.93231,0.71973,-0.68748,0.05054,-0.21522,-0.60321,-2.17521,-0.91707,-2.45306,0.03413,-0.44849,-0.86563,-0.65904,0.12291,1,26,21,15,17,20,18,3,23,10,4,7,6,9,14,19,8,11,5,25,12,16,22,2,24,13
-0.535,-0.01074,-0.55688,-0.1647,-0.68748,-0.44304,1.93504,1.24871,-0.49507,-0.51521,-1.69289,0.51476,-0.01976,-0.86563,0.50964,1.35944,12,22,16,19,20,14,11,5,25,4,9,7,10,8,15,13,2,1,3,17,6,21,24,26,23,18
0.51038,-0.01074,0.43591,-0.1647,0.68213,0.54413,-1.07533,0.87833,0.34499,-1.31893,0.58761,0.03413,-0.01976,0.42746,2.06787,-1.73188,25,9,17,7,8,21,3,4,22,19,10,11,15,18,20,23,2,16,1,14,5,26,24,13,12,6
-0.01231,0.29188,-0.06049,0.27751,-0.68748,0.54413,-0.21522,0.13756,1.18506,-1.31893,-0.17256,0.03413,-1.30595,-0.21908,2.06787,0.12291,23,4,12,11,3,20,6,10,5,14,13,9,22,25,18,21,7,15,1,16,17,24,26,8,19,2
0.51038,0.29188,0.93231,0.27751,0.2256,0.05054,0.21483,1.24871,0.34499,-1.7208,0.20753,2.43732,0.83769,-0.21908,0.12008,0.12291,22,25,1,16,4,24,2,12,19,13,3,10,8,6,7,20,5,15,11,14,9,23,26,17,18,21
-1.0577,-2.12908,-1.54967,-1.93357,-1.14401,0.05054,0.21483,0.87833,-0.07504,-0.51521,-0.17256,-0.44651,-0.87722,-0.21908,1.28876,0.12291,25,1,13,10,6,19,3,9,2,12,15,16,22,23,5,18,11,8,4,20,17,24,26,14,21,7
-0.535,-0.61598,-0.55688,-0.60692,0.2256,0.54413,-0.21522,0.13756,0.34499,-0.51521,-0.17256,-0.92715,0.83769,-0.21908,0.50964,0.74118,23,1,19,2,7,20,4,6,15,22,12,17,14,11,3,18,9,5,8,21,16,25,26,10,24,13
-0.01231,0.5945,-0.06049,0.27751,0.68213,-0.44304,1.07494,0.50794,-0.49507,-0.11335,-0.17256,0.03413,-0.44849,1.07401,1.28876,1.35944,25,8,9,19,6,10,2,7,26,23,13,22,24,21,17,5,1,4,3,14,16,15,18,20,12,11
1.03308,0.5945,1.4287,0.71973,1.13867,1.5313,-0.21522,-0.60321,0.34499,1.09224,-1.31281,-0.44651,0.83769,-1.51217,0.50964,1.35944,11,3,22,4,13,17,16,7,24,12,2,14,8,10,19,21,9,1,6,20,18,25,23,5,26,15
-0.01231,-0.31336,0.43591,1.16195,1.13867,0.54413,1.93504,-0.23282,-1.33514,-0.11335,0.20753,-0.92715,-0.01976,1.72055,1.28876,-1.73188,16,22,21,23,18,3,15,11,26,17,19,20,14,10,25,2,4,9,8,6,13,7,5,24,1,12
-1.0577,-0.9186,-0.55688,-1.04914,-0.23094,1.03772,-0.64527,-0.23282,0.34499,0.69038,-0.93272,-0.92715,-0.44849,-0.21908,-0.26948,0.12291,14,5,23,1,13,12,15,9,3,2,16,7,22,21,11,18,17,10,4,20,19,25,26,6,24,8
1.03308,0.5945,0.93231,0.27751,0.2256,1.03772,-0.21522,-0.23282,1.18506,1.09224,-0.55264,0.03413,-0.44849,-0.21908,0.50964,0.74118,24,6,17,5,4,18,10,7,9,13,8,16,22,21,14,20,11,12,3,19,15,25,26,1,23,2
-0.535,-0.61598,-0.06049,-0.60692,-0.68748,0.05054,-2.36548,-1.34398,-1.33514,-0.91707,-1.69289,0.03413,-0.01976,-2.15872,-0.26948,-0.49535,1,21,24,14,22,17,15,8,25,3,10,2,4,11,20,23,5,6,7,13,9,18,19,16,26,12
-1.0577,-0.01074,-1.05328,-0.60692,-0.68748,-0.93663,1.07494,1.24871,-0.49507,-0.51521,-0.93272,0.51476,-0.01976,-0.86563,0.50964,1.97771,18,12,6,15,8,19,3,5,22,10,4,11,16,13,14,21,2,1,7,20,9,25,24,23,26,17
-0.535,-1.52384,-0.55688,-0.60692,-0.68748,-0.93663,1.07494,-0.23282,-0.49507,0.69038,0.58761,-1.88843,-0.87722,1.07401,-0.26948,-1.11362,25,23,10,11,7,1,14,17,20,6,16,9,22,12,24,2,21,19,8,3,13,5,26,18,4,15
-0.01231,0.29188,-0.55688,0.27751,-0.68748,-0.93663,0.21483,1.98948,1.18506,-0.11335,0.20753,-1.40779,-0.01976,-0.21908,0.12008,0.12291,25,5,7,1,3,20,11,2,17,15,10,14,18,6,4,8,19,13,12,16,9,24,26,22,23,21
2.07847,0.89712,1.4287,1.16195,0.2256,-0.44304,2.3651,0.13756,0.34499,1.49411,0.58761,-2.8497,-0.44849,2.3671,-0.65904,-2.35015,22,23,13,16,17,2,14,20,26,9,15,8,11,5,24,3,10,18,6,1,12,7,21,25,4,19
-1.0577,-1.22122,-1.54967,-1.49135,-1.14401,-1.43022,-1.93543,-0.23282,0.34499,-2.52452,-1.69289,-1.40779,-1.30595,-0.86563,-1.43815,-1.11362,3,24,21,5,20,10,19,12,8,2,11,1,9,15,25,18,16,13,4,6,7,22,26,23,17,14
0.51038,0.89712,-0.06049,0.27751,0.2256,1.03772,-0.64527,-0.60321,-0.07504,-0.11335,-0.55264,-0.44651,1.26642,0.42746,0.50964,0.12291,16,1,26,2,13,17,11,3,25,23,7,19,8,5,9,15,10,4,6,24,14,21,18,12,22,20
1.03308,0.5945,0.43591,0.71973,-0.23094,-1.43022,0.64489,-0.97359,1.18506,0.69038,1.72786,-0.92715,-0.44849,1.07401,0.12008,-2.96841,23,24,9,14,10,3,21,15,26,17,5,11,16,12,25,6,20,22,8,2,4,18,19,7,1,13
-0.535,-0.61598,-0.06049,-0.60692,-0.68748,-0.93663,1.07494,-0.97359,0.34499,1.89597,0.20753,-1.40779,-0.87722,0.42746,-0.65904,-0.49535,22,19,14,9,11,1,21,16,6,5,18,7,23,15,25,3,24,20,8,2,13,10,26,17,4,12
-1.0577,-0.61598,-0.55688,-0.60692,-0.68748,0.05054,1.07494,-1.34398,0.34499,-0.51521,1.72786,0.03413,-0.87722,1.72055,-0.65904,0.12291,21,25,10,22,18,5,20,9,26,17,12,14,15,16,24,7,13,23,6,2,4,3,11,8,1,19
-0.01231,-0.9186,-0.55688,0.27751,-0.68748,-2.91098,2.79515,0.13756,-0.91511,1.49411,0.96769,-1.40779,-1.30595,-0.21908,-0.26948,-1.11362,11,24,15,20,17,1,22,18,23,6,19,7,13,12,26,2,21,10,14,3,8,4,9,25,5,16
